"","X1","X2"
"373",-110.029867,44.899617
"374",-137.97737,60.351935
"375",-137.928015,60.371797
"376",-137.808019,60.45749
"377",129.6413,55.6621
"378",-110.580849,44.594672
"379",19.160956,49.131808
"380",14.321967,45.60396
"381",-149.323082,63.702138
"382",29.74504,67.618119
"383",14.234568,45.64913
"384",14.277238,45.708306
"385",-137.035986,59.046873
"386",-120.657027,56.211372
"387",32.993872,67.067073
"388",-122.931594,51.073436
"389",166.513814,65.595181
"390",40.432878,44.045911
"391",-110.389328,44.980663
"392",48.458562,57.995135
"393",48.460211,57.989998
"394",48.469424,58.016731
"395",-148.813568,61.586863
"396",-137.736227,60.83037
"397",-148.977237,63.608471
"398",-110.491021,44.645218
"399",145.589713,43.945529
"400",146.002558,44.33753
"401",1.127,42.7732
"402",60.126895,55.17476
"403",60.141911,55.343361
"404",-110.612652,44.758455
"405",-110.063588,44.810621
"406",-110.471434,44.542155
"407",-118.195882,52.999408
"408",-118.105429,52.825092
"409",145.592538,43.94902
"410",145.592538,43.94902
"411",145.592538,43.94902
"412",145.592538,43.94902
"413",145.592538,43.94902
"414",146.013994,44.383867
"415",146.162893,44.487002
"416",146.03291,44.398718
"417",146.262542,44.443294
"418",146.162893,44.487002
"419",146.162893,44.487002
"420",146.394133,44.423218
"421",146.013994,44.383867
"422",-134.045318,57.984837
"423",50.10691,59.64721
"424",25.8101,46.015756
"425",-140.913749,62.435603
"426",-114.927807,50.479974
"427",14.5,45.7
"428",14.5,45.7
"429",25.89,46.08
"430",25.89,46.09
"431",25.89,46.09
"432",25.89,46.09
"433",25.9,46.09
"434",25.9,46.09
"435",21.44,40.81
"436",25.88,46.09
"437",13.28,62.6
"438",21.44,40.81
"439",11.818886,64.326645
"440",0.8361,42.8991
"441",0.8361,42.8991
"442",0.8361,42.8991
"443",0.8361,42.8991
"444",0.8361,42.8991
"445",0.8361,42.8991
"446",0.8361,42.8991
"447",0.8361,42.8991
"448",0.8361,42.8991
"449",0.8361,42.8991
"450",0.8361,42.8991
"451",0.8361,42.8991
"452",0.8361,42.8991
"453",0.8361,42.8991
"454",0.8361,42.8991
"455",0.8361,42.8991
"456",0.8361,42.8991
"457",0.8361,42.8991
"458",0.8361,42.8991
"459",0.8361,42.8991
"460",0.8361,42.8991
"461",0.8361,42.8991
"462",0.9034,42.8445
"463",0.9034,42.8445
"464",0.9034,42.8445
"465",0.9034,42.8445
"466",0.9034,42.8445
"467",0.9034,42.8445
"468",0.9034,42.8445
"469",0.9034,42.8445
"470",0.9034,42.8445
"471",0.9034,42.8445
"472",0.9034,42.8445
"473",0.9034,42.8445
"474",0.9034,42.8445
"475",0.9034,42.8445
"476",18.351136,68.872013
"477",11.225995,61.550153
"478",10.744541,63.274603
"479",-4.318285,42.926575
"480",1.127,42.7732
"481",1.127,42.7732
"482",1.127,42.7732
"483",-118.152724,52.814766
"484",-117.438717,51.205334
"485",-124.179185,51.995624
"486",-113.615369,48.843311
"487",-153.635117,58.6515
"488",-110.484095,44.709046
"489",33.034842,67.065501
"490",71.892771,57.230644
"491",-136.920179,63.419722
"492",157.835622,53.01644
"493",162.285134,58.542535
"494",-113.600267,48.722712
"495",-113.625853,48.74421
"496",-131.884335,56.179376
"497",-135.364167,59.488772
"498",-118.161022,52.813477
"499",-135.764912,58.3004
"500",-115.062698,50.694816
"501",14.512,45.608305
"502",-117.04773,51.297608
"503",-154.453446,58.147115
"504",-154.565488,58.107478
"505",102.985107,52.406116
"506",157.919669,53.076899
"507",-115.823053,51.343815
"508",-136.782424,58.934534
"509",-136.917287,58.935318
"510",-149.987118,60.454567
"511",25.079558,45.592732
"512",-110.861358,44.79407
"513",-115.070505,50.718926
"514",-133.413775,58.124674
"515",-135.367623,57.136654
"516",33.761657,67.634621
"517",13.505762,46.562515
"518",-6.240761,43.15072
"519",-110.353824,44.589374
"520",-110.045094,44.937583
"521",22.711518,49.157775
"522",44.859255,40.806343
"523",-117.369764,52.981694
"524",-116.391552,50.93615
"525",41.943583,41.594763
"526",-130.005305,56.554467
"527",-110.436718,43.876671
"528",-111.664388,64.967996
"529",-145.742318,62.84903
"530",-117.606514,52.776439
"531",-155.790939,58.555225
"532",-110.434431,44.936174
"533",-114.173984,48.89026
"534",-110.533068,44.76661
"535",145.502452,43.864227
"536",145.974792,44.162872
"537",-115.169889,50.609123
"538",-110.504535,44.620945
"539",-6.099794,43.065262
"540",-154.028489,57.367308
"541",-130.064344,54.677213
"542",-152.642013,59.995317
"543",-127.752809,52.34381
"544",146.136506,44.266037
"545",-135.117264,57.035503
"546",-110.069008,44.804019
"547",-131.884304,56.179315
"548",-127.730831,59.959208
"549",40.816124,43.08577
"550",160.002647,54.499887
"551",145.191194,44.053759
"552",-118.192992,52.880875
"553",144.958859,44.0604
"554",-115.087295,50.788262
"555",26.565824,46.005269
"556",19.588158,49.046467
"557",19.589236,49.047954
"558",-113.773427,48.706411
"559",130.13641,55.681109
"560",130.136317,55.680185
"561",1.127,42.7732
"562",-139.80172,61.687088
"563",-115.097241,50.621296
"564",-155.791,58.554172
"565",-113.752583,48.98971
"566",89.473447,54.458978
"567",13.828854,41.603715
"568",-113.41785,48.41785
"569",-110.351318,44.989325
"570",-111.072288,44.760664
"571",-111.198859,44.650509
"572",-138.339781,61.121243
"573",146.042713,44.23771
"574",-172.81525,64.8347
"575",85.85926,54.000886
"576",-126.694705,55.511961
"577",-126.748477,55.504457
"578",-155.778747,58.55378
"579",63.084461,67.052972
"580",63.118916,67.027138
"581",63.119082,67.026934
"582",157.762116,55.409413
"583",-149.570955,68.07667
"584",-134.306919,57.838551
"585",-134.298198,57.826827
"586",-133.922088,57.413278
"587",-135.300978,57.062628
"588",-135.298004,57.062845
"589",56.81079,51.790478
"590",-128.034578,52.918805
"591",103.987655,49.455848
"592",-110.433559,44.701341
"593",-110.070237,44.820772
"594",-110.125162,44.91455
"595",1.127,42.7732
"596",-155.75776,58.564451
"597",-135.595687,57.270394
"598",26.393337,46.152742
"599",25.551926,45.592707
"600",25.553846,45.584266
"601",-135.323668,59.201339
"602",33.711936,67.633653
"603",-110.465545,44.55497
"604",-149.542975,63.412043
"605",-135.993275,59.583985
"606",-110.258985,44.530475
"607",-135.156819,57.010589
"608",-6.136933,43.129042
"609",-116.342141,51.432344
"610",-149.62842,63.579046
"611",-110.969059,44.737535
"612",-110.518426,44.651305
"613",-110.747838,44.801259
"614",-109.808949,45.080462
"615",-143.59976,61.056273
"616",83.090119,51.237732
"617",-154.605653,58.112289
"618",-136.445405,59.784873
"619",-117.448597,52.566563
"620",-110.426776,44.58599
"621",1.127,42.7732
"622",33.961821,66.263491
"623",-115.021883,50.717372
"624",-6.251036,43.090272
"625",-143.380417,61.056032
"626",157.954306,54.274479
"627",-128.118467,51.688396
"628",1.127,42.7732
"629",-153.056997,59.933429
"630",82.995308,51.136002
"631",146.258667,44.273953
"632",146.139375,44.265953
"633",146.136428,44.266075
"634",146.053467,44.219905
"635",146.024872,44.178337
"636",28.011099,55.05121
"637",145.501953,43.865272
"638",-128.689833,54.016758
"639",48.458192,57.990948
"640",-143.425343,61.040863
"641",-143.423707,61.044642
"642",-148.982956,61.599948
"643",-148.919714,61.59499
"644",-148.826829,61.546379
"645",-148.911939,61.421847
"646",-143.416702,61.047283
"647",-143.408053,61.051946
"648",-143.424882,61.040406
"649",-143.566802,61.075935
"650",-155.791858,58.55531
"651",-153.476726,57.37155
"652",-143.411792,61.049413
"653",-143.424558,61.040804
"654",-143.415136,61.046854
"655",-143.435608,61.027215
"656",1.127,42.7732
"657",26.243803,45.900982
"658",-135.910261,60.876386
"659",43.755814,58.9399
"660",-136.326384,66.926221
"661",1.127,42.7732
"662",1.127,42.7732
"663",82.995414,51.135864
"664",-135.371835,58.303399
"665",-135.371835,58.303399
"666",-130.50994,59.296564
"667",1.127,42.7732
"668",1.127,42.7732
"669",-136.43141,58.654688
"670",1.127,42.7732
"671",1.127,42.7732
"672",-130.5372,59.313833
"673",1.127,42.7732
"674",1.127,42.7732
"675",24.78886,45.061279
"676",24.720681,45.034049
"677",24.619684,45.052761
"678",-149.66291,61.036858
"679",-128.885971,57.654428
"680",84.015685,51.576234
"681",1.127,42.7732
"682",1.127,42.7732
"683",1.127,42.7732
"684",1.127,42.7732
"685",19.032795,49.127397
"686",19.923778,49.235693
"687",-110.633799,43.775136
"688",21.120795,40.868449
"689",104.970711,51.253382
"690",26.353899,45.834159
"691",1.127,42.7732
"692",24.762075,45.309199
"693",24.765157,45.391882
"694",-126.165,50.86922
"695",-110.568812,44.753923
"696",21.44,40.81
"697",24.62,45.42
"698",21.44,40.81
"699",24.63,45.38
"700",25.92,46.13
"701",25.92,46.13
"702",25.82,46.03
"703",25.27,45.52
"704",24.63,45.34
"705",21.44,40.81
"706",24.63,45.35
"707",24.62,45.35
"708",24.62,45.36
"709",24.62,45.36
"710",24.63,45.36
"711",24.64,45.36
"712",24.63,45.39
"713",24.62,45.41
"714",24.62,45.44
"715",0.8361,42.8991
"716",0.8361,42.8991
"717",0.8361,42.8991
"718",0.8361,42.8991
"719",0.8361,42.8991
"720",0.8361,42.8991
"721",0.8361,42.8991
"722",0.8361,42.8991
"723",0.8361,42.8991
"724",0.8361,42.8991
"725",0.8361,42.8991
"726",0.8361,42.8991
"727",0.8361,42.8991
"728",0.8361,42.8991
"729",0.8361,42.8991
"730",0.8361,42.8991
"731",0.8361,42.8991
"732",0.8361,42.8991
"733",10.587969,62.222924
"734",0.9034,42.8445
"735",0.9034,42.8445
"736",0.9034,42.8445
"737",0.9034,42.8445
"738",0.9034,42.8445
"739",0.9034,42.8445
"740",0.9034,42.8445
"741",0.9034,42.8445
"742",11.663249,59.050053
"743",-148.429,70.224
"744",1.127,42.7732
"745",1.127,42.7732
"746",-110.507091,44.761453
"747",-135.036104,57.841681
"748",-135.036388,57.841603
"749",-135.035396,57.84172
"750",-110.38856,44.437811
"751",-110.225755,44.530562
"752",157.582428,52.600795
"753",-125.690814,58.995225
"754",-135.922347,57.583472
"755",158.238372,52.545383
"756",14.550519,45.677751
"757",-149.987107,60.454722
"758",13.992429,41.700024
"759",-126.645076,55.492672
"760",-109.562342,44.860919
"761",-125.887141,50.670241
"762",33.972025,52.496258
"763",28.828816,40.520037
"764",-136.59329,59.782929
"765",-115.701304,50.830564
"766",142.192194,46.092167
"767",-6.037717,43.180403
"768",-136.900215,58.665807
"769",37.277107,58.622485
"770",24.661981,45.299986
"771",24.666836,45.304786
"772",24.66886,45.322332
"773",24.697666,45.220675
"774",-126.666138,55.494441
"775",-126.759532,55.433644
"776",57.42538,51.668093
"777",-113.612645,48.722541
"778",-149.468113,63.423911
"779",-150.636802,63.087253
"780",-113.654075,48.750339
"781",-110.39906,44.602344
"782",-172.839632,64.714533
"783",-150.064248,62.240142
"784",158.196358,52.540078
"785",158.77132,55.984917
"786",44.105642,58.939545
"787",-133.753229,59.573739
"788",25.000219,44.720355
"789",26.084301,44.604772
"790",-131.89249,56.182283
"791",-138.835135,69.500491
"792",-138.824396,69.512279
"793",-138.885901,69.485871
"794",-138.816389,69.556176
"795",-154.58315,58.108799
"796",25.427455,45.722921
"797",-135.262968,57.029374
"798",-133.699864,68.300202
"799",-118.372195,53.769281
"800",-135.293792,57.071057
"801",25.997988,46.092365
"802",158.850381,56.215554
"803",-113.461252,48.726384
"804",-135.558934,59.330528
"805",-152.85945,60.355958
"806",-116.513204,52.158299
"807",-116.870658,50.180183
"808",-135.151329,57.015233
"809",-156.034458,59.002051
"810",-135.559626,59.327534
"811",-156.189646,59.033594
"812",39.707146,43.830383
"813",-150.876422,63.584931
"814",-150.957042,63.496671
"815",-135.120596,57.779872
"816",-135.559433,59.329433
"817",92.846919,56.245202
"818",-135.565797,59.328455
"819",-154.87693,59.318384
"820",39.707577,43.828163
"821",-135.560533,59.329157
"822",-135.558871,59.330361
"823",-135.557536,59.33047
"824",-135.559723,59.329856
"825",-135.560755,59.328899
"826",-123.892754,55.43038
"827",14.569897,45.981561
"828",-117.029791,52.266361
"829",-117.089148,52.233036
"830",-149.942217,60.486288
"831",-115.735939,52.467147
"832",-109.610453,44.417525
"833",1.127,42.7732
"834",-110.32978,44.587132
"835",-135.158644,57.011764
"836",-149.568053,63.686796
"837",-6.201015,43.123555
"838",-135.286032,57.083733
"839",20.158178,49.015342
"840",-155.792266,58.555051
"841",-155.791327,58.554861
"842",24.2202,47.534303
"843",24.183911,47.575464
"844",-6.261297,43.011335
"845",-6.352666,43.023324
"846",-118.456831,53.780835
"847",-155.792266,58.555051
"848",-155.792266,58.555051
"849",-155.792266,58.555051
"850",-135.558147,59.324333
"851",-135.552418,59.320891
"852",-110.454035,44.677844
"853",37.207622,58.702193
"854",22.173583,49.157422
"855",-155.779147,58.553082
"856",44.30636,58.150937
"857",-155.779049,58.556612
"858",10.875527,46.075511
"859",31.674832,61.651936
"860",-149.527722,63.670405
"861",-110.290949,44.861218
"862",109.842721,55.492103
"863",-109.247044,44.736229
"864",-6.234983,43.168741
"865",-136.341883,66.963216
"866",-109.449611,44.973832
"867",-149.6495,63.433435
"868",-149.661594,63.519693
"869",-149.672005,63.492235
"870",-128.012723,52.821457
"871",-110.607322,44.068223
"872",-155.791923,58.554245
"873",-155.787031,58.551379
"874",109.843047,55.491736
"875",-155.77705,58.552995
"876",-110.520169,43.986198
"877",-155.777637,58.559184
"878",-110.282638,44.978365
"879",48.462853,58.003819
"880",-124.783766,58.625233
"881",-155.791169,58.555161
"882",-155.791169,58.555161
"883",-155.791169,58.555161
"884",-150.154628,61.539913
"885",-117.07725,51.368514
"886",-155.791091,58.554645
"887",-122.37555,50.384683
"888",84.325611,51.499867
"889",-124.690018,58.629681
"890",1.127,42.7732
"891",-136.649669,59.945647
"892",-135.560127,59.325803
"893",-134.918584,61.892162
"894",39.929583,43.991679
"895",-136.463194,59.641136
"896",1.127,42.7732
"897",1.127,42.7732
"898",1.127,42.7732
"899",1.127,42.7732
"900",14.57368,45.671228
"901",-148.883849,61.514032
"902",1.127,42.7732
"903",1.127,42.7732
"904",48.414779,58.002845
"905",48.381084,58.002386
"906",-110.351975,44.97579
"907",-136.704666,59.878532
"908",11.976044,62.403859
"909",142.213731,46.140983
"910",-149.620341,61.002827
"911",-124.691064,58.629964
"912",56.556842,52.963777
"913",1.127,42.7732
"914",1.127,42.7732
"915",1.127,42.7732
"916",26.57817,45.989366
"917",-110.036662,44.873104
"918",-149.541364,63.714916
"919",-124.790771,58.759236
"920",91.980805,69.435945
"921",-115.320749,50.699856
"922",92.003578,69.346388
"923",11.160055,45.857128
"924",-117.172605,52.251796
"925",1.127,42.7732
"926",-149.971188,62.602737
"927",-154.371473,58.334968
"928",1.127,42.7732
"929",-152.999455,60.205472
"930",-153.060074,60.383432
"931",11.076217,46.169715
"932",1.127,42.7732
"933",-110.500557,44.542185
"934",1.127,42.7732
"935",-135.27899,57.160366
"936",24.63,45.38
"937",24.64,45.37
"938",24.62,45.39
"939",24.63,45.38
"940",24.63,45.37
"941",24.65,45.37
"942",24.64,45.36
"943",24.64,45.36
"944",24.63,45.37
"945",24.61,45.36
"946",22.54,49.25
"947",26.41,45.96
"948",26.42,45.96
"949",14.7,45.44
"950",19.94,49.22
"951",14.7,45.43
"952",0.8361,42.8991
"953",0.8361,42.8991
"954",0.8361,42.8991
"955",0.8361,42.8991
"956",0.8361,42.8991
"957",0.8361,42.8991
"958",0.8361,42.8991
"959",0.8361,42.8991
"960",0.8361,42.8991
"961",0.8361,42.8991
"962",0.8361,42.8991
"963",0.8361,42.8991
"964",0.8361,42.8991
"965",0.8361,42.8991
"966",0.8361,42.8991
"967",0.8361,42.8991
"968",19.830322,68.859555
"969",0.9034,42.8445
"970",0.9034,42.8445
"971",0.9034,42.8445
"972",0.9034,42.8445
"973",0.9034,42.8445
"974",19.285909,68.604294
"975",11.37304,62.685757
"976",25.427843,69.544622
"977",11.181486,64.284459
"978",12.457716,60.355653
"979",11.907452,60.757442
"980",10.28953,64.009699
"981",12.50743,61.257147
"982",24.710815,45.580654
"983",13.510094,64.635645
"984",1.127,42.7732
"985",1.127,42.7732
"986",1.127,42.7732
"987",1.127,42.7732
"988",1.127,42.7732
"989",1.127,42.7732
"990",1.127,42.7732
"991",1.127,42.7732
"992",1.127,42.7732
"993",1.127,42.7732
"994",1.127,42.7732
"995",1.127,42.7732
"996",-135.037556,57.842985
"997",-135.037556,57.842985
"998",-114.22433,49.415677
"999",-134.870126,57.218215
"1000",-134.870126,57.218215
"1001",-134.870126,57.218215
"1002",-134.870126,57.218215
"1003",-134.870126,57.218215
"1004",-134.870126,57.218215
"1005",19.852016,49.229881
"1006",1.127,42.7732
"1007",1.127,42.7732
"1008",24.423585,45.649112
"1009",24.596143,45.588365
"1010",24.727367,45.251603
"1011",-149.66546,63.556586
"1012",-149.66203,63.557114
"1013",-149.653531,63.557237
"1014",-149.655413,63.555855
"1015",142.358583,46.657983
"1016",-113.53467,48.901187
"1017",-124.144468,50.559465
"1018",-149.663796,63.557836
"1019",-149.669336,63.554432
"1020",-149.794328,63.559605
"1021",-149.649804,63.560172
"1022",13.666196,41.996006
"1023",19.983349,49.396799
"1024",-133.947586,60.34453
"1025",-136.800627,58.933333
"1026",-117.43789,54.112041
"1027",26.086799,46.109351
"1028",-149.625272,63.579031
"1029",20.215062,49.283935
"1030",-118.112442,52.906281
"1031",25.49393,46.533095
"1032",25.598189,46.416136
"1033",25.411414,46.482108
"1034",-122.432092,50.384256
"1035",25.97152,45.458414
"1036",-114.571151,49.392428
"1037",-135.557057,57.286745
"1038",21.15813,40.242275
"1039",-152.535814,57.741716
"1040",-125.733737,50.661877
"1041",-148.928717,61.451523
"1042",-148.922522,61.4513
"1043",-148.926627,61.439872
"1044",-110.546912,43.939783
"1045",14.021472,46.128527
